exercise	part	section	fen	turn	solutionSan	solutionUci	solutionText	whitePlayer	blackPlayer	event	year	game	bookPage	pdfPage
895	rules-of-thumb	hard	2rq1rk1/pp1bnppp/4p3/n7/2PN4/3Q2P1/P3PPBP/R1B2RK1 w - - 0 1	white	Nb3 Nxc4 Bxb7 Rc7 Ba6	d4b3 a5c4 g2b7 c8c7 b7a6	15.Nb3 Solving the problem with the weak c4-pawn while b7 is still hanging. 15...Nxc4 15...Nac6 is passive and not what Black wants to play. 16.Bxb7 Rc7 17.Ba6!± Challenging the knight again. The bishop pair gives White an advantage.	Kasparov	Karpov	London/Leningrad (4)	1986	Kasparov – Karpov, London/Leningrad (4) 1986	643	643
896	rules-of-thumb	hard	r2q1rk1/ppp1ppbp/1nn3p1/2Q5/3PP1b1/2N1BN2/PP2BPPP/3RK2R b K - 0 1	black	Qd6 d5 Ne5 Nxe5 Bxe2 Nxf7 e5 Nxe5 Bxd1 Qxd6 cxd6 Nd7 Nc8 Nb5 Bf3 gxf3 Rd8 f4 g5	d8d6 d4d5 c6e5 f3e5 g4e2 e5f7 e7e5 f7e5 e2d1 c5d6 c7d6 e5d7 b6c8 c3b5 d1f3 g2f3 f8d8 f3f4 g6g5	11...Qd6! Exchanging queens diminishes the impact of White’s centre, and evacuating the d8-square allows Black to increase the pressure with ...Rfd8. White had been threatening 12.d5 pushing the knight back, since 12...Ne5 allows the standard idea of 13.Nxe5 Bxe2 14.Nxf7 winning a pawn. 12.e5 12.d5 is now safely met by 12...Ne5 13.Nxe5 Bxe2 since White’s try to win a pawn backfires: 14.Qxd6 cxd6 Opening the c-file. 15.Nxg6 Bxd1 16.Nxf8?? (16.Nxe7+ would give decent compensation for the exchange.) 16...Ba4–+ The knight is trapped. 12.Qxd6 cxd6= 12...Qxc5 13.dxc5 Nothing else is needed for the exercise, but it’s worth taking a quick look at Black’s options from here: 13...Nd7 Or 13...Nc8 with a further split: a) 14.Nb5 was played in the present game. The e5-pawn will be captured but White will win back the c7-pawn. b) In his next game with the white pieces, Karpov improved with 14.h3! and won. 14.h3 Bxf3 15.gxf3! Capturing on e5 loses a piece, so White gets time for f3-f4, but it doesn’t fully secure the centre. 15...Rfd8 16.f4 g5!÷	Karpov	Kasparov	London/Leningrad (15)	1986	Karpov – Kasparov, London/Leningrad (15) 1986	644	644
897	rules-of-thumb	hard	r3rbk1/5ppp/p1qp1nb1/np2p3/4P3/2P1BNNP/PPB2PP1/R2QR1K1 w - - 0 1	white	Bg5 Bxe4 Nh5 Nxh5 g4 Bg6 Nh4 d5 Nxg6 Qxg6 Bc1	e3g5 g6e4 g3h5 f6h5 g2g4 e4g6 f3h4 d6d5 h4g6 c6g6 g5c1	18.Bg5 By attacking the knight, White stops ...d6-d5. At the same time the rook defends the e4-pawn. 18.Nh4?! Bxe4!³ No further variations are needed; but for the curious, the engine gives: 18...Nh5 19.Nxh5 Bxh5 20.g4 Bg6 21.Nh4 d5 22.Nxg6 Qxg6 23.Bc1²	Tal	Larsen	Brussels (Blitz)	1987	Tal – Larsen, Brussels (Blitz) 1987	645	645
898	rules-of-thumb	hard	r1bq1rk1/1pn1bpp1/2p1pn1p/p7/2PP4/P4N2/1PBBQPPP/R3K1NR w KQ - 0 1	white	Ne5 Qxd4 Bc3 Qd8 Ngf3	f3e5 d8d4 d2c3 d4d8 g1f3	14.Ne5! Developing the g1-knight is White’s top priority. Tal sacrifices a pawn to do it. 14...Qxd4 15.Bc3 Qd8 16.Ngf3+– White pushes the kingside pawns, with a huge attack.	Tal	Speelman	Subotica	1987	Tal – Speelman, Subotica 1987	645	645
899	rules-of-thumb	hard	6k1/1p1bqp1p/p2p2p1/2pPr2n/P1P5/2N3PP/1P1Q1P2/R4BK1 b - - 0 1	black	Ng7 g4 g5	h5g7 g3g4 g6g5	21...Ng7! Aiming for d4. 22.g4 22.Bd3!?³ may be the best defence, and if Black captures the h3- pawn, White counters with f2-f4. Nevertheless, White remains under some pressure. 22...g5³ Next is ...h7-h5 or ...f7-f5.	Xu Jun	Tal	Subotica	1987	Xu Jun – Tal, Subotica 1987	646	646
900	rules-of-thumb	hard	r1bqr1k1/ppp3pp/2n5/5p2/2pPn3/2P2NP1/P1Q1P1BP/1RB2RK1 w - - 0 1	white	g4 Nd2 Kh1 Qe7 Ne5 Nxe5 Be4 Ng6 Bc6 Bd7 Bg2 Ne4 Qxe4 Qxe4 Rxb7	g3g4 e4d2 g1h1 d8e7 f3e5 c6e5 g2e4 e5g6 e4c6 c8d7 c6g2 d2e4 c2e4 e7e4 b1b7	14.g4! Undermining the knight on e4, while the b7-pawn is still not properly defended. 14.Nd2? also tries to challenge the knight, but allows: 14...Nxd4! 15.cxd4 Qxd4+ 16.Kh1 Nf2+ 17.Rxf2 Qxf2µ 14...Qe7 14...fxg4 is the first (and maybe only) move to calculate. 15.Ne5! Black can’t hold on to the pawn. 15...Nf6 (15...Nxe5 16.Bxe4 Ng6 17.Bxg6±) 16.Nxc6 bxc6 17.Bxc6 Bd7 18.Bg2!± 15.gxf5 Nd6? Necessary was: 15...Bxf5 16.Ng5 Bg6 17.Bxe4 Bxe4 18.Nxe4 Qxe4 19.Qxe4 Rxe4 20.Rxb7² 16.Ng5!+– A nasty check on d5 is coming. Garry Kasparov “A brilliant strategy is, certainly, a matter of intelligence, but intelligence without audaciousness is not enough.” 5. Hard Challenge Exercise 901-950	Kasparov	Ivanchuk	Moscow	1988	Kasparov – Ivanchuk, Moscow 1988	646	646
901	rules-of-thumb	hard	r1bq1rk1/ppp2nb1/3p4/3P2p1/2P1Pp2/2N3P1/PP1QBP1B/R3K2R b KQ - 0 1	black	f3 Bxf3 Ne5 Be2 g4	f4f3 e2f3 f7e5 f3e2 g5g4	19...f3! Sacrificing a pawn to keep the g- and h-files closed. 19...fxg3? 20.Bxg3+– 20.Bxf3 g4!© Black follows up with ...Bh6 and ...Ne5. Kasparov’s 20...Ne5?! 21.Be2 g4 led to a similar type of situation but was marginally less accurate, because ...Bh6 cannot (yet) be played.	Speelman	Kasparov	Madrid (Rapid)	1988	Speelman – Kasparov, Madrid (Rapid) 1988	648	648
902	rules-of-thumb	hard	3r1nk1/pp2qpp1/2p1b2p/8/3N1Q2/2P5/PPB2PPP/4R1K1 w - - 0 1	white	h4 Qc5 Qd6 g6 h5	h2h4 e7c5 f4d6 g7g6 h4h5	20.h4! Prophylaxis against ...Qg5, while preparing the sequence shown in the note below. 20...Qc5 20...Qd6 21.Nxe6 Nxe6 22.Qe4 g6 23.h5² shows another purpose of moving the h-pawn. 21.Re3²	Kasparov	Karpov	Amsterdam	1988	Kasparov – Karpov, Amsterdam 1988	649	649
903	rules-of-thumb	hard	2rq1nk1/3brppp/Qp6/3P4/4nN2/2N5/PP2B1PP/4RR1K w - - 0 1	white	d6 Nxd6 Nfd5 Re5 Qxb6	d5d6 e4d6 f4d5 e7e5 a6b6	White has an extra pawn, but at least Black controls the blockading square d6. With a short tactical sequence, Kasparov increases his advantage by exchanging the d-pawn for Black’s b-pawn. 25.d6! 25.Qd3± 25...Nxd6 26.Nfd5 Re5 27.Qxb6+– The queenside pawns are decisive.	Kasparov	Andersson	Belfort	1988	Kasparov – Andersson, Belfort 1988	649	649
904	rules-of-thumb	hard	2b2rk1/1r1nbppp/p3p3/q2p2P1/3B1P1P/2N1Q3/PPP1B3/2KR3R b - - 0 1	black	Nb8 Qe5 f5 Bc5 Rd8 h5 Nc6 h6 g6 Qd6	d7b8 e3e5 f7f5 d4c5 f8d8 h4h5 b8c6 h5h6 g7g6 e5d6	19...Nb8! Black is in a hurry to do something before White’s attack breaks through. The knight manoeuvre prepares to hunt down the dark-squared bishop. 20.Qe5! White should take the opportunity to provoke a weakness. The game went: 20.f5 Nc6 21.f6 Nxd4 22.Rxd4 Bc5 23.fxg7 Rd8µ; In the event of 20.h5 Nc6 21.h6 g6 22.Bg7 Rd8³ White’s bishop has escaped, but at the price of closing the kingside. 20...f6 21.gxf6 Bxf6 22.Qd6 Be7= Black is not forced to repeat moves, but the position is balanced anyway.	Short	Kasparov	Belfort	1988	Short – Kasparov, Belfort 1988	650	650
905	rules-of-thumb	hard	2r2rk1/p1pqb1pp/1p2bp2/3n4/1P1pN3/P2P1NP1/2Q1PPBP/2R2RK1 w - - 0 1	white	Qc6 Nxb4 axb4 b5 Nxd4 Rce8 Nd2	c2c6 d5b4 a3b4 b6b5 f3d4 c8e8 e4d2	17.Qc6! Stopping ...c7-c5. 17.Nxd4 Nxb4 18.axb4 Qxd4 19.b5 gives White a clear advantage, but Karpov’s choice is even more convincing. 17...Qxc6 18.Rxc6 Bd7 If the rook retreats, Black will play ...c5, but Karpov has something else in mind. 19.Nxd4! Bxc6 20.Nxc6+– White has overwhelming compensation for the exchange, with complete domination over the light squares and a tremendous knight on c6. Moreover, Black’s minor pieces are tactically loose, and the a7-pawn can soon be captured. The game continued: 20...Rce8 21.Rc1 f5 22.Nd2 Nf6 23.Nxa7 White went on to win convincingly.	Karpov	Hjartarson	Seattle	1989	Karpov – Hjartarson, Seattle 1989	651	651
906	rules-of-thumb	hard	2kr3r/2qbbnpp/ppn1p3/2p1P3/1PPpBB2/5N2/P1N2PPP/R2QR1K1 b - - 0 1	black	g5 Bg3 h5 Nh4 Ncxe5 bxc5	g7g5 f4g3 h7h5 f3h4 c6e5 b4c5	16...g5! Undermining the e5-pawn and creating problems for White’s bishop. 17.Bg3 h5! 17...g4 was the game, when 18.Nh4 Ncxe5 19.bxc5 gives White compensation. 18.h3 g4‚ The ...g7-g5 thrust often works well in similar positions. Keep in mind that sometimes you can allow White to capture on g5, as Black can get e5 in return.	Anand	Rogers	Manila	1990	Anand – Rogers, Manila 1990	651	651
907	rules-of-thumb	hard	1r1q1rk1/1pnnppbp/p2p2p1/2pP2N1/P1P1PP2/2N1B3/1P2Q1PP/R4RK1 w - - 0 1	white	e5 dxe5 f5	e4e5 d6e5 f4f5	14.e5! dxe5 15.f5!± A standard sacrifice. White has improved the prospects of multiple pieces by vacating the e4-square and denying Black the use of the e5-square (unless giving back the pawn). One unsophisticated plan is Nce4 followed by Qg4-h4.	Khalifman	Larsen	London	1991	Khalifman – Larsen, London 1991	652	652
908	rules-of-thumb	hard	5rk1/6bp/1qrpb1p1/2n1p3/1p2PP2/pP4PB/P2Q1N1P/B2RR2K b - - 0 1	black	Bf7	e6f7	29...Bf7!³ Black’s bishop is more useful than White’s – especially with ideas of ...Nxb3 in the air.	M. Gurevich	Kasparov	Reggio Emilia	1991	M. Gurevich – Kasparov, Reggio Emilia 1991	653	653
909	rules-of-thumb	hard	3r1r1k/2q1n1b1/1pbp2p1/p1p2p1p/2P1Pp1P/1PNP2P1/PB1Q2B1/2R2RK1 w - - 0 1	white	Ne2 Nd5	c3e2 e7d5	25.Ne2!+– Manoeuvring towards the weak e6-square is more important than recapturing the pawn. No variations are needed – Black has to resort to gymnastics to keep everything defended. The game move 25.Nd5?!= allowed the knight to be captured.	Ehlvest	Karpov	Linares	1991	Ehlvest – Karpov, Linares 1991	653	653
910	rules-of-thumb	hard	r1b1qrk1/pp4b1/2ppn1pp/4np2/2P2B2/2N2NPP/PPQ1PPB1/3R1RK1 w - - 0 1	white	Bc1 Nxc4 Rd3 Nf4 gxf4 Qe7 b3 Ne5 Rxd6	f4c1 e5c4 d1d3 e6f4 g3f4 e8e7 b2b3 c4e5 d3d6	16.Bc1! Not allowing ...Nxf4. The game went: 16.Rxd6 Nxc4 17.Rd3 Nxf4 18.gxf4= 16...Nxc4 16...Qe7 17.b3± 17.b3 Ne5 18.Rxd6±	Karpov	M. Gurevich	Amsterdam	1991	Karpov – M. Gurevich, Amsterdam 1991	654	654
911	rules-of-thumb	hard	1rb2rk1/3nqppp/p2b1n2/1p1Pp3/P1p1P3/2N2N1P/1PQ2PP1/R1BR1BK1 w - - 0 1	white	axb5 axb5 Ra5 b4 Na4 Qd8 Ra7	a4b5 a6b5 a1a5 b5b4 c3a4 e7d8 a5a7	16.axb5 axb5 17.Ra5 Provoking Black’s next move in order to weaken the pawn on c4. 17...b4 18.Na4 Qd8 The rook has only one square, but that’s enough. 19.Ra7 White is likely to win material soon.	Karpov	Anand	Brussels (4)	1991	Karpov – Anand, Brussels (4) 1991	654	654
912	rules-of-thumb	hard	rbbr1qk1/1p1n1pp1/2p2n1p/p4N2/5P2/P1N1P2P/BPQB2P1/R4RK1 w - - 0 1	white	Be1	d2e1	20.Be1!+– Redirecting the bishop. Black has insufficient time to activate the pieces on the queenside before White breaks through with Bh4, Rad1 and capturing somewhere – possibly with Nxh6+.	Karpov	Anand	Brussels (8)	1991	Karpov – Anand, Brussels (8) 1991	655	655
913	rules-of-thumb	hard	2rq2k1/pb1nrpbp/1p2p1p1/1B1p4/PP1P4/B3PN2/4QPPP/1R3RK1 w - - 0 1	white	a5 Nf6 a6 Ba8 Rbc1 Ne4	a4a5 d7f6 a5a6 b7a8 b1c1 f6e4	17.a5! Simply planning to get an annoying pawn on a6. 17...Nf6 Timman’s 17...Rc7 was not challenging. 17...e5 18.a6 Ba8 19.Rbc1± 18.a6 Ba8 19.Bd3! White is happy to be in time with b4-b5 (threatening Bxe7) before Black can play ...Ne4-c3. (So it was important to push 17.a5 immediately.) 19...Ne4 20.b5 Rec7 21.Rbc1±	Kasparov	Timman	Tilburg (8)	1991	Kasparov – Timman, Tilburg (8) 1991	655	655
914	rules-of-thumb	hard	1r2k2r/4bpp1/p2pbN1p/1p2p3/4P1P1/P3BP2/1PPq3P/1K1R1B1R b k - 0 1	black	gxf6 Rxd2	g7f6 d1d2	17...gxf6!! To carry out ...h6-h5 and open the h-file for the rook. The pawn on f6 stops White’s reply g4-g5 and the bishop on e7 keeps the d6-pawn defended, saving a tempo. 17...Bxf6 is equal. 18.Rxd2³ We have reached the (simpler) Exercise 674.	Ivanchuk	Anand	Linares (1)	1992	Ivanchuk – Anand, Linares (1) 1992	656	656
915	rules-of-thumb	hard	r3brk1/1pq1bpp1/p1p1pn1p/4N3/3P1P2/P1N4P/1PQ2PP1/1B1R1RK1 w - - 0 1	white	d5 Rd8 Rfe1	d4d5 a8d8 f1e1	17.d5! Kramnik uses a minor tactical detail to get rid of the isolated pawn and weaken Black’s pawn structure. 17...Rd8 17...cxd5 18.Nxd5+– wins with a combination of tactical themes: discovered attack (on the black queen), intermediate check (Nxe7+) and removing the defender (the knight guarding h7). 18.Rfe1+– A good alternative is 18.dxe6+– with a winning positional advantage. Vladimir Kramnik “I started playing chess when I was about four or five years old. It is very good for children to learn to play chess, because it helps them to develop their mental abilities. It also helps to consolidate a person’s character, because as it happens both in life and in a chess game we have to make decisions constantly. In chess there is no luck and no excuses: everything is in your hands.”	Kramnik	Lputian	Debrecen	1992	Kramnik – Lputian, Debrecen 1992	657	657
916	rules-of-thumb	hard	r1b1k2r/1p2bpp1/p3pn1p/q1p5/2BP3B/2P2N2/PP2QPPP/R3K2R w KQkq - 0 1	white	d5 Nxd5 Bf6 gxf6 Bxd5 Qb6 Nh4 Qd8 Nf5 Qxd5 Ng7+	d4d5 f6d5 h4f6 g7f6 c4d5 a5b6 f3h4 b6d8 h4f5 d8d5 f5g7	12.d5 A move White wants to play before Black has castled. Some calculation is required though, as Black has a clever defence. 12...Nxd5 12...exd5? 13.Bxf6 gxf6 14.Bxd5+–; After 12...Qb6± White can exchange many times on e6, giving Black a weak pawn, or play more aggressively. 13.Bxd5 Bxh4 14.Nxh4 Qd8 A double threat. 15.Nf5! 15.Ng6² 15...Qxd5 16.Nxg7+ The knight is not lost, and Black’s king will soon find itself under an attack, which is likely to decide the outcome.	Shabalov	Smyslov	Tilburg	1993	Shabalov – Smyslov, Tilburg 1993	658	658
917	rules-of-thumb	hard	rq1r2k1/1b1n1pp1/4p2p/p2pP3/N2B4/bPRB4/P3QPPP/5RK1 w - - 0 1	white	Bb5	d3b5	20.Bb5! Black wanted to exchange rooks with ...Rc8, but White’s rook will now escape towards the kingside. The b5-square was the only logical option for the bishop, as retreating to c2 or b1 would allow ...Ba6. White’s attack may already be winning.	Smyslov	Hansen	Biel	1993	Smyslov – Hansen, Biel 1993	658	658
918	rules-of-thumb	hard	2krr3/pp3p2/n1pp1n2/6p1/2P1PPP1/2N2B2/PP6/2KRR3 w - - 0 1	white	e5 Nh7 fxg5	e4e5 f6h7 f4g5	19.e5! Clearing the e4-square for the knight, or possibly the bishop. After 19.fxg5? Nh7³ Black regains the pawn with some advantage. 19...dxe5 20.fxg5 Nh7 21.Ne4±	Smirin	Smyslov	Biel	1993	Smirin – Smyslov, Biel 1993	659	659
919	rules-of-thumb	hard	r3rbk1/1bpq1pp1/p1np1n1p/1p2p3/P3P2N/2PP4/BP1N1PPP/R1BQR1K1 w - - 0 1	white	Ng6 Ne7 d4	h4g6 c6e7 d3d4	14.Ng6² White will have an edge with the bishop pair. If White wants to play for an attack, 14.h3 stops the idea of ...Qg4 to exchange queens. After 14...Ne7 Black plans 15...d5. 15.d4÷ avoids it; but with the e4-pawn slightly loose, it’s hard for White to manoeuvre the d2-knight to g3. There’s no real attack going on.	Kasparov	Short	London (3)	1993	Kasparov – Short, London (3) 1993	659	659
920	rules-of-thumb	hard	r1b2r2/5p1k/3q2pb/pBpPp2n/Pp2P2p/1N1Q1P2/1P2N1PP/R4RK1 b - - 0 1	black	c4 Bxc4 Be3+ Kh1 Ng3+ Nxg3 hxg3 hxg3 Qf6	c5c4 b5c4 h6e3 g1h1 h5g3 e2g3 h4g3 h2g3 d6f6	22...c4!µ Opening the a7-g1 diagonal and the c-file. 23.Bxc4 23.Qxc4? is strongly met by: 23...Be3+ 24.Kh1 Ng3+! (The simple 24...Qf6 followed by ...Qg5 also yields a strong initiative.) 25.Nxg3 (25.hxg3? hxg3 26.Nxg3 Qf6–+) 25...hxg3 Black will soon create decisive threats along the h-file. 23...Bd7!?µ Black gets a clear advantage by simply playing for the c-file. 23...Kg7ƒ is the attacking option which was chosen by Kasparov.	Arbakov	Kasparov	Paris (Rapid)	1994	Arbakov – Kasparov, Paris (Rapid) 1994	660	660
921	rules-of-thumb	hard	1r3rk1/5q1p/3pb1n1/p2NbpQ1/p1N1p3/2P3P1/1P1R1PBP/3R2K1 b - - 0 1	black	Kh8	g8h8	25...Kh8!µ Preparing ...Rg8, but also to recapture on e5 with the knight.	Short	Kramnik	Novgorod	1994	Short – Kramnik, Novgorod 1994	661	661
922	rules-of-thumb	hard	r1bqk2r/3pnpbp/p1p1p1p1/8/2P1P3/3BB3/PP3PPP/RN1Q1RK1 w kq - 0 1	white	c5 d6 Nd2 O-O Bh6 f6 Nc4	c4c5 d7d6 b1d2 e8g8 e3h6 f7f6 d2c4	10.c5! Holding back Black’s d-pawn is more important than defending the pawn on b2 and the rook on a1. 10.Nc3 d6² 10...Bxb2 11.Nd2 0-0 After 11...Bxa1 12.Qxa1 0-0 13.Bh6 f6 White can either take back the exchange, or be more flexible with: 14.Nc4± White can later choose between f2-f4-f5 (attacking) and Rd1 (increasing control). 12.Rb1 Bg7 13.Nc4± Black’s extra pawn on d7 is of little use, and Black’s pieces (with the exception of the dark-squared bishop) are badly restricted.	Topalov	Polgar	Las Palmas	1994	Topalov – Polgar, Las Palmas 1994	661	661
923	rules-of-thumb	hard	r1b2k1r/pp2nppp/4p3/3pn2P/4q3/P4N2/2PBBPP1/R2QK2R w KQ - 0 1	white	h6 Nxf3+ gxf3 Qe5 hxg7+ Kxg7	h5h6 e5f3 g2f3 e4e5 h6g7 f8g7	15.h6 First things first: White should weaken the dark squares around Black’s king. 15.Kf1 (or 15.0- 0) avoids doubled pawns on the f-file. However, after 15...Nxf3 16.Bxf3 Qc4+ 17.Be2 Qc6 the same idea of 18.h6 is less dangerous due to: 18...g6!© Followed by ...f7-f6 and ...Kf7. 15...Nxf3+ 15...g6 16.Bc3±; 15...gxh6 16.Bxh6+± was the game. 16.gxf3 Qe5 17.hxg7+ Kxg7 18.Bh6+‚	Kasparov	Nikolic	Paris (Rapid)	1994	Kasparov – Nikolic, Paris (Rapid) 1994	662	662
924	rules-of-thumb	hard	r4k1r/p3nppp/bpn1pq2/3p2N1/2P4P/P7/3BBPP1/R2QR1K1 w - - 0 1	white	Bh5 g6 cxd5 exd5 Rc1 Bc8 Re6 h6	e2h5 g7g6 c4d5 e6d5 a1c1 a6c8 e1e6 h7h6	18.Bh5! Creating a weakness. 18...g6 18...Ng6? loses control over c6 and d5. White has a few ways to win, the simplest being 19.cxd5 exd5 20.Rc1+– with threats of Ne6+ (followed by taking on c6) and Re3-f3. 19.Bg4!± White threatens to sacrifice on e6. Black will not be able to use the g7-square for the king in a secure way. The game continuation of 19.cxd5?! exd5 20.Bg4 was less exact, as Black could have played 20...Bc8! to simplify. 19...Bc8 19...Kg7 20.Bxe6 fxe6 21.Rxe6+– White has several ways to increase the pressure. A nice line is: 20.Nf3 h6 21.Qc1± Kg7? 22.Bg5! hxg5 23.hxg5+– Trapping the queen.	Kasparov	Nikolic	Novgorod	1994	Kasparov – Nikolic, Novgorod 1994	662	662
925	rules-of-thumb	hard	r2qkbnr/2p2pp1/p1pp4/4p2p/4P1b1/5N1P/PPPP1PP1/RNBQ1RK1 w kq - 0 1	white	d4 Qf6 hxg4 hxg4 Nh2 Qh4 Bf4 g5 dxe5 dxe5	d2d4 d8f6 h3g4 h5g4 f3h2 f6h4 c1f4 g7g5 d4e5 d6e5	8.d4! A flank attack should be met with a break in the centre. 8.d3 was the game. 8...Qf6 8...Bxf3 9.Qxf3 exd4 and White’s development is worth more than the pawn, with e4-e5 coming either immediately or in the near future. 8...exd4? loses control of the f4-square, making 9.hxg4! hxg4 10.Nh2 Qh4 11.Bf4+– possible9.Nbd2 g5 10.dxe5 dxe5 11.Nc4± Without 8.d4, this move would not have come with a threat, and that makes all the difference.	Smyslov	Yandemirov	Elista	1995	Smyslov – Yandemirov, Elista 1995	663	663
926	rules-of-thumb	hard	3r2k1/1pq1npb1/2p1b1pp/2P1p3/1P2Pn2/1B2NN1P/2Q2PP1/B3R1K1 w - - 0 1	white	Bxe6 Nxe6 Nc4 Nd4 Qb3	b3e6 f4e6 e3c4 e6d4 c2b3	23.Bxe6 The exchange helps Black to manoeuvre the knight from f4 towards d4, but it’s still worth it because White gets to exert immediate pressure. 23...Nxe6 24.Nc4 Threatening to capture on e5. A secondary idea is to invade on d6; this isn’t really a threat right now, as Black can respond with ...Nc8, but it might be strong later. 24...Nd4 24...f6 25.Qb3+– wins material. 25.Bxd4 exd4 26.Nd6+– White can increase the pressure with Qc4 and e4-e5. Morozevich tried sacrificing the exchange, but in vain.	Kasparov	Morozevich	Paris (Rapid)	1995	Kasparov – Morozevich, Paris (Rapid) 1995	664	664
927	rules-of-thumb	hard	r3qrk1/1pp3bn/3p2p1/pPnPpp1p/4P2B/PP3P2/3NB1PP/1R1Q1RK1 b - - 0 1	black	fxe4 b6 Bh6 Nxe4	f5e4 b5b6 g7h6 d2e4	17...fxe4! The only good way to create counterplay before White smashes through with b5-b6 and Nc4. 17...Bh6? allowed 18.exf5 gxf5 19.b6± in the game. 17...b6? 18.b4± leaves Black with problems on the c-file. 18.Nxe4 18.fxe4 Bh6„ threatens ...Bxd2 followed by ...Nxe4. 18...Nxe4 19.fxe4 Rxf1+ 20.Qxf1 Bh6„	Kramnik	Kasparov	Riga	1995	Kramnik – Kasparov, Riga 1995	664	664
928	rules-of-thumb	hard	r2rn1k1/1pq1bppp/p3b3/4p1P1/P3P3/2N1BB2/1PP1Q2P/R4R1K w - - 0 1	white	Nd5 Rdc8 Rac1 Ba3	c3d5 d8c8 a1c1 e7a3	20.Nd5! 20.Qf2 was the game continuation, when 20...Rdc8! would have stopped Nd5 for a while. For instance, if 21.Rac1 then 21...Ba3! is a good move. 20...Bxd5 21.exd5± The light-squared bishop is a good piece, ready to move to g4 when needed.	Topalov	Kasparov	Yerevan (Ol)	1996	Topalov – Kasparov, Yerevan (Ol) 1996	665	665
929	rules-of-thumb	hard	r4rk1/3b1pb1/p2p1np1/1pnPp1BP/4P3/5P1P/PP1KNN2/R4B1R b - - 0 1	black	Nxh5 Ng3 Rfc8 Be7 f6 a3	f6h5 e2g3 f8c8 g5e7 f7f6 a2a3	17...Nxh5! Black is happy to give up the d-pawn in order to gain time to develop an initiative. 17...gxh5? would be a horrible positional decision. 18.Ng3± 18.Be7 Rfc8 19.Bxd6 Nb7 20.Be7 f6³ White’s bishop will be forced to retreat to a3, after which ...a6-a5 forces a weakness on the queenside. It is not easy to evaluate that Black is better, but you don’t need to be certain of that to solve the exercise – you only needed to see that this direction was clearly better than any of Black’s other options.	Piket	Kasparov	Amsterdam (Rapid)	1996	Piket – Kasparov, Amsterdam (Rapid) 1996	666	666
930	rules-of-thumb	hard	rq1r2k1/1b1n1ppp/1p1ppn2/2p5/2PP4/1PB3PB/1Q1NPP1P/3RR1K1 w - - 0 1	white	d5 e5 Bxd7 Rxd7 e4	d4d5 e6e5 h3d7 d8d7 e2e4	19.d5! 19.e4 allows 19...cxd4 20.Bxd4 e5= when the b7-bishop is active and Black has the c5-square for the knight. 19...e5 19...exd5 keeps the black bishop alive, but Black will have problems on the b2- g7-diagonal. 20.cxd5 Bxd5 21.Bxd7 Rxd7 (21...Nxd7 22.Bxg7±) 22.Bxf6 gxf6 23.Qxf6± 20.e4± Black’s bishop is dead and White can play for f2-f4.	Van Wely	Karpov	Tilburg	1996	Van Wely – Karpov, Tilburg 1996	666	666
931	rules-of-thumb	hard	r2q1rk1/1p1b1pb1/p1npp3/8/3NPPp1/1P1QB1Pp/P1P1N2P/3R1RK1 b - - 0 1	black	f5 c4 Qa5 Nc3 Rae8 exf5 e5 Bf2 Nxd4 Bxd4 Qxa2	f7f5 c2c4 d8a5 e2c3 a8e8 e4f5 e6e5 e3f2 c6d4 f2d4 a5a2	21...f5!³ Preventing any ideas of f4-f5 (especially after an exchange on c6, which White might include to avoid ...Ne5), while solidifying Black’s kingside pawn chain and starting to carve open a path towards the weak light squares around White’s king. It’s a double-edged decision because White gets the d5-square, but the benefits outweigh this drawback. 22.c4 Qa5 23.Nc3 Rae8 24.exf5 24.Rfe1?! e5!µ gave Black a larger advantage in the game. 24...exf5 25.Bf2 25.Nd5? allows 25...Rxe3! 26.Qxe3 Nxd4 27.Rxd4 Re8 28.Qf2 Bxd4 29.Qxd4 Qxa2–+ when Black wins thanks to the threat of mate on g2. 25...b5³ White will be able to land a knight on the d5-outpost, but the knight doesn’t play alone. Black has a potential stronghold on e4 as well, and can also exchange the powerful knight.	Shirov	Kasparov	Linares	1997	Shirov – Kasparov, Linares 1997	667	667
